"상세영업상태코드","사업장명","시군구명","동리명","설립년도","폐업년도","영업기간"
1,"파리바게뜨(역촌역점)","은평구","대조동",2001,0,21
1,"파리바게뜨","은평구","갈현동",2003,0,19
1,"신라명과(역촌현대점)","은평구","녹번동",2002,0,20
1,"브르망","은평구","불광동",2001,0,21
1,"케洋臼肄복鈞","중랑구","중화동",2005,0,17
1,"뚜레쥬르","중랑구","신내동",2005,0,17
1,"파리바게뜨(우림시장점)","중랑구","망우동",2006,0,16
1,"뚜레쥬르사가정역점","중랑구","면목동",2006,0,16
1,"몽블랑제(신내점)","중랑구","신내동",2006,0,16
1,"파리바게뜨","중랑구","망우동",2006,0,16
1,"파리바게뜨 용마산역점","중랑구","면목동",2007,0,15
1,"파리바게뜨 중화역점","중랑구","중화동",2007,0,15
1,"델리카리","중랑구","면목동",2007,0,15
1,"파리바게뜨 사가정점","중랑구","면목동",2007,0,15
1,"뚜레쥬르용마산역점","중랑구","면목동",2007,0,15
1,"빵나라","중랑구","면목동",2007,0,15
1,"케익하우스 쥬떼므","중랑구","면목동",2007,0,15
1,"던킨도너츠 먹골점","중랑구","묵동",2008,0,14
1,"파리바게뜨 면목역점","중랑구","면목동",2008,0,14
1,"빵이가득한집","성북구","장위동",1995,0,27
1,"빵이가득한집","중랑구","면목동",2008,0,14
1,"파리바게뜨면목중앙점","중랑구","면목동",2008,0,14
1,"몽블랑제 면목점","중랑구","면목동",2008,0,14
1,"우림베이커리","중랑구","망우동",2009,0,13
1,"따끈따끈방이야기","중랑구","면목동",2009,0,13
1,"파리바게뜨종암점","성북구","종암동",1996,0,26
1,"파리바게트","성북구","석관동",1997,0,25
1,"상제리아베이커리","성북구","장위동",1994,0,28
1,"투썸플레이스엔타워점","용산구","용산동2가",2013,0,9
1,"외계인방앗간 문정점","송파구","문정동",2018,0,4
1,"앨리스 베이커리 카페","양천구","목동",2018,0,4
1,"스위트 팔레트 케이크(sweet palette cake)","은평구","대조동",2019,0,3
1,"그리리","강동구","천호동",2018,0,4
1,"도담도담식빵 고덕점","강동구","고덕동",2018,0,4
1,"태극당 District C점","중구","을지로1가",2018,0,4
1,"유한회사 마미갸또금천","금천구","독산동",2018,0,4
1,"리블리롱제과","송파구","잠실동",2018,0,4
1,"빚은 오금역점","송파구","가락동",2018,0,4
1,"정수제빵소","중랑구","묵동",2016,0,6
1,"어썸 도넛 서울","마포구","합정동",2018,0,4
1,"포레포레","강동구","고덕동",2018,0,4
1,"판이판 베이커리","서초구","우면동",2019,0,3
1,"나폴레옹과자점","광진구","자양동",2018,0,4
1,"홍미당","강남구","대치동",2019,0,3
1,"브레드82(Bread82)","은평구","역촌동",2019,0,3
1,"밀포레이트","송파구","송파동",2019,0,3
1,"브레댄코 신도림역점","구로구","신도림동",2019,0,3
1,"연재스토리즈","관악구","남현동",2019,0,3
1,"서라당","관악구","신림동",2019,0,3
1,"미미가미미(米米加味美)","마포구","성산동",2019,0,3
1,"파리바게뜨(당산포스빌)","영등포구","당산동5가",2019,0,3
1,"몽쥬 빠티세리(Monge patisserie)","성동구","하왕십리동",2019,0,3
1,"뚜레쥬르 카페강남대로점","강남구","논현동",2019,0,3
1,"모찌모찌브레드","강남구","역삼동",2019,0,3
1,"파리크라상 서울대병원점","종로구","연건동",2019,0,3
1,"수고한 나에게","은평구","신사동",2019,0,3
1,"르솔레이","서대문구","연희동",2019,0,3
1,"파이앤브라우니","마포구","창전동",2019,0,3
1,"(주)신세계푸드 트레이더스월계점","노원구","월계동",2019,0,3
1,"롤링핀 신대방삼거리역점","동작구","대방동",2019,0,3
1,"프롬프랑(fromfranc)","마포구","상암동",2019,0,3
1,"그럼,","송파구","잠실동",2017,0,5
1,"좋은 아침 pastry","송파구","신천동",2019,0,3
1,"서울연인","마포구","동교동",2019,0,3
1,"(주)파리크라상 파리바게뜨 은평성모병원점","은평구","진관동",2019,0,3
1,"온베이커리","광진구","중곡동",2019,0,3
1,"153도씨","강서구","마곡동",2019,0,3
1,"브리오슈도레 종로타워점","종로구","종로2가",2019,0,3
1,"브리오슈도레 그랑서울점","종로구","청진동",2019,0,3
1,"제이몬티","서초구","잠원동",2019,0,3
1,"뚜레쥬르 카페신촌점","서대문구","창천동",2019,0,3
1,"다음에또봐","용산구","한강로2가",2018,0,4
1,"기프트(Gift)","동작구","흑석동",2019,0,3
1,"서울연인단팥빵","용산구","동자동",2019,0,3
1,"슈가파티","강서구","마곡동",2019,0,3
1,"던킨 서울대병원점","종로구","연건동",2019,0,3
1,"해피데이","구로구","개봉동",2019,0,3
1,"밀브레드(Mill Bread)","광진구","구의동",2019,0,3
1,"김태우 과자점","송파구","송파동",2019,0,3
1,"뚜레쥬르 상계점","노원구","중계동",2019,0,3
1,"글림","도봉구","창동",2019,0,3
1,"바른 고로케","은평구","진관동",2019,0,3
1,"마호가니 커피 연세대학교 공학관점","서대문구","신촌동",2019,0,3
1,"파파스브로트","강남구","역삼동",2019,0,3
1,"스몰오븐","강서구","내발산동",2019,0,3
1,"오흐뒤구떼(heure du gouter)","마포구","서교동",2019,0,3
1,"(주)이지에프앤비","강남구","청담동",2019,0,3
1,"블랑제리가마","동작구","상도동",2019,0,3
1,"크리스피크림영등포점","영등포구","영등포동",2019,0,3
1,"Seasonable bakery(시즈너블 베이커리)","송파구","오금동",2019,0,3
1,"칸텐","노원구","공릉동",2019,0,3
1,"하오나공방","영등포구","양평동4가",2019,0,3
1,"파리바게뜨 신대방역점","관악구","신림동",2019,0,3
1,"쿠아레비 구산","은평구","구산동",2019,0,3
1,"뚜레쥬르 북아현진로마트점","서대문구","북아현동",2019,0,3
1,"(주)떡메가","중구","봉래동2가",2019,0,3
1,"유한회사 카페노티드","강남구","압구정동",2019,0,3
1,"우뺑","금천구","가산동",2019,0,3
1,"카페 드 몽슈슈","강남구","역삼동",2019,0,3
1,"도담도담식빵 상도점","동작구","상도동",2019,0,3
1,"제로베이커리","송파구","방이동",2018,0,4
1,"드엠(DeM)","종로구","원남동",2019,0,3
1,"그래, 좋아","마포구","망원동",2019,0,3
1,"크리에잇쿠키","중구","태평로1가",2019,0,3
1,"영스데이(O`DAY)","성동구","성수동2가",2019,0,3
1,"그랜드하얏트서울델리","용산구","한남동",1978,0,44
1,"라쁘띠메종","용산구","한강로2가",2014,0,8
1,"(주)케르반레스토랑 베이커리","용산구","이태원동",2014,0,8
1,"케르반베이커리","용산구","한남동",2014,0,8
1,"빵나라베이커리","용산구","이태원동",2002,0,20
1,"르시앙블랑","용산구","용산동2가",2016,0,6
1,"비엔디 베이커리","용산구","이촌동",2017,0,5
1,"이스탄불딜라이트 2호점","용산구","한남동",2017,0,5
1,"브레드웨이","용산구","갈월동",2017,0,5
1,"파리바게뜨 안암역점","성북구","안암동5가",1994,0,28
1,"굿베이커리(불광점)","은평구","불광동",2010,0,12
1,"정승만베이커리","성북구","하월곡동",1995,0,27
1,"그리다디저트컴퍼니","용산구","이태원동",2016,0,6
1,"식빵공방","용산구","청파동2가",2017,0,5
1,"수가 만든 빵","은평구","구산동",2010,0,12
1,"델리베이커리","용산구","갈월동",2014,0,8
1,"빵굽는사랑방","은평구","증산동",2001,0,21
1,"뚜레쥬르 불광아울렛점(2)","은평구","대조동",2007,0,15
1,"바로굼빵터","은평구","구산동",2010,0,12
1,"파리바게뜨(역말사거리점)","은평구","역촌동",2007,0,15
1,"파리바게뜨 대림시장점","은평구","응암동",2007,0,15
1,"빵마을","용산구","용문동",1995,0,27
1,"준베이커리","은평구","수색동",2001,0,21
1,"파리바게뜨불광점","은평구","불광동",2000,0,22
1,"파리바게트남영역점","용산구","갈월동",2010,0,12
1,"파리바게뜨 은평행복점","은평구","응암동",2007,0,15
1,"파리바게뜨","용산구","산천동",2000,0,22
1,"파리바게뜨","용산구","효창동",2001,0,21
1,"바로굼빵터","은평구","대조동",2006,0,16
1,"파리바게트","용산구","한강로2가",2012,0,10
1,"아티장베이커스","용산구","한남동",2012,0,10
1,"더베이크드바이셰프리(THE BAKED BY CHEF LEE)","용산구","동빙고동",2017,0,5
1,"파리바게트(불광현대)","은평구","불광동",2004,0,18
1,"뚜레쥬르","은평구","증산동",2005,0,17
1,"블랑제리 은평점","은평구","응암동",2001,0,21
1,"(주)신세계푸드밀크앤허니용산점","용산구","한강로3가",2015,0,7
1,"주재근베이커리","용산구","보광동",1982,0,40
1,"파리크라상","용산구","이촌동",1986,0,36
1,"케익하우스미호","용산구","용문동",1986,0,36
1,"칸베이커리","은평구","대조동",2010,0,12
1,"뚜레쥬르 불광 현대점","은평구","불광동",2010,0,12
1,"파리바게뜨도원삼성점","용산구","도원동",2009,0,13
1,"파리바게뜨도원삼성점","용산구","도원동",2009,0,13
1,"베이커리오월의종","용산구","한남동",2012,0,10
1,"파리바게뜨(용산후암점)","용산구","후암동",2004,0,18
1,"밀크앤허니 용산점(Milk&Honey)","용산구","한강로3가",2004,0,18
1,"초이1982","용산구","이촌동",1980,0,42
1,"빵굽는쉐프의꿈","용산구","용산동2가",1996,0,26
1,"블록베이커리 길음점","성북구","길음동",2017,0,5
1,"빵빵한연구소","성북구","삼선동2가",2017,0,5
1,"봄눈슬듯","성북구","길음동",2017,0,5
1,"키다리 아저씨","은평구","대조동",2016,0,6
1,"고대빵","성북구","안암동5가",2000,0,22
1,"파리바게뜨 신촌2호점","서대문구","창천동",2009,0,13
1,"산토리니의하루","은평구","진관동",2018,0,4
1,"꽃,가루","은평구","역촌동",2018,0,4
1,"NoBS(놉스)","은평구","진관동",2018,0,4
1,"파리바게뜨연희안산점","서대문구","연희동",2010,0,12
1,"파리바게트 홍제역점","서대문구","홍제동",2015,0,7
1,"꽃피운달","은평구","진관동",2017,0,5
1,"팡야 빵야","은평구","녹번동",2017,0,5
1,"베이커리 프랑세즈","은평구","불광동",2017,0,5
1,"화선베이커리","은평구","대조동",2018,0,4
1,"폼드팡 불광점","은평구","대조동",2018,0,4
1,"정민베이커리","은평구","대조동",2018,0,4
1,"코코브레드","은평구","녹번동",2014,0,8
1,"파리바게뜨 서부병원점","은평구","응암동",2014,0,8
1,"JY슈가룸","은평구","대조동",2014,0,8
1,"파리바깨드월곡두산","성북구","하월곡동",2003,0,19
1,"장베이커리","성북구","하월곡동",2003,0,19
1,"아리랑 빵집","성북구","동선동4가",2003,0,19
1,"빵굼터착한빵집","성북구","동소문동5가",2002,0,20
1,"파리바게트(정릉청수점)","성북구","정릉동",1999,0,23
1,"파리바게트(길음역점)","성북구","길음동",2000,0,22
1,"파리바게뜨 길음래미안점","성북구","길음동",2007,0,15
1,"나폴레옹","성북구","성북동1가",2007,0,15
1,"파리바게트 한성대역점","성북구","동소문동1가",2008,0,14
1,"복고다방","성북구","종암동",2013,0,9
1,"샤뽀블랑","성북구","성북동",2013,0,9
1,"슬로우브레드파파","성북구","동선동2가",2014,0,8
1,"파리바게뜨 장위참누리점","성북구","장위동",2015,0,7
1,"파리바게뜨 정릉서경점","성북구","정릉동",2015,0,7
1,"다온브레드","은평구","진관동",2014,0,8
1,"오해피 투게더","은평구","구산동",2016,0,6
1,"뚜레쥬르(종암노블레스)","성북구","종암동",2008,0,14
1,"파리바게트","성북구","하월곡동",2010,0,12
1,"몽블랑제(주)월곡점","성북구","하월곡동",2010,0,12
1,"크리스피파이 은평뉴타운점","은평구","진관동",2016,0,6
1,"디저트플러스","은평구","신사동",2016,0,6
1,"뚜레쥬르(길음뉴타운점)","성북구","길음동",2010,0,12
1,"메종 드 루즈","성북구","동선동2가",2013,0,9
1,"마일라","성북구","하월곡동",2013,0,9
1,"주스쿠키","성북구","삼선동1가",2013,0,9
1,"Happy 310","은평구","대조동",2016,0,6
1,"이지바이","은평구","신사동",2016,0,6
1,"브레덴코 응암점","은평구","역촌동",2016,0,6
1,"애니버서리","은평구","응암동",2016,0,6
1,"LA FLANERIE(라플라느리)","은평구","갈현동",2016,0,6
1,"송베이커리","은평구","구산동",1983,0,39
1,"하얀풍차","은평구","갈현동",1986,0,36
1,"비올렛베이커리","은평구","응암동",2013,0,9
1,"꽈배기나라","은평구","녹번동",2013,0,9
1,"베이커스 에비뉴","은평구","응암동",2013,0,9
1,"파리바게트(은평진관점)","은평구","진관동",2013,0,9
1,"브레드앤밀 은평","은평구","불광동",2016,0,6
1,"파리바게뜨(석계두산점)","성북구","석관동",2009,0,13
1,"파리바게뜨까페하월곡동일점","성북구","하월곡동",2011,0,11
1,"모닝베이커리","성북구","정릉동",1982,0,40
1,"이루카 베이커리","성북구","정릉동",2018,0,4
1,"더르빵","성북구","하월곡동",2018,0,4
1,"파리바게트가좌중앙점","서대문구","북가좌동",2001,0,21
1,"뚜레쥬르 독립문","서대문구","영천동",2001,0,21
1,"파리바게트홍은벽산","서대문구","홍은동",2010,0,12
1,"파리바게뜨 정릉점","성북구","정릉동",1970,0,52
1,"파리바게뜨(정릉국민대점)","성북구","정릉동",2011,0,11
1,"그랑프리","성북구","정릉동",2011,0,11
1,"파리바게뜨 장위동방점","성북구","장위동",2011,0,11
1,"비알코리아(주) 던킨도너츠 성신여대역사점","성북구","동선동4가",2011,0,11
1,"뚜레쥬르(아리랑삼거리점)","성북구","정릉동",2011,0,11
1,"몽 블랑제(Mon Boulanger)","성북구","길음동",2011,0,11
1,"진미당","성북구","상월곡동",1983,0,39
1,"뚜레주르보문역점","성북구","보문동2가",2010,0,12
1,"뚜레쥬르동선브라운스톤점","성북구","동소문동7가",2010,0,12
1,"부자당","성북구","석관동",2012,0,10
1,"파리바게뜨 동덕여대점","성북구","하월곡동",2002,0,20
1,"던킨도너츠 연신내역사점","은평구","갈현동",2015,0,7
1,"로드리스 베이커리","은평구","녹번동",2016,0,6
1,"블랑제리","은평구","응암동",2016,0,6
1,"고대빵","성북구","안암동5가",2006,0,16
1,"파리바게뜨(종암사거리점)","성북구","종암동",2006,0,16
1,"(주)신세계푸드 이베이커리 미아점","성북구","길음동",2012,0,10
1,"빵이 가득한 집","성북구","석관동",2012,0,10
1,"파리바게트 정릉국민대점 2호","성북구","정릉동",2016,0,6
1,"팔공티 성신여대점","성북구","동선동1가",2016,0,6
1,"쥬르드쥬아","성북구","정릉동",2017,0,5
1,"(주)신세계푸드 이베이커리 하월곡점","성북구","하월곡동",2012,0,10
1,"빵굽는아저씨","성북구","동소문동2가",2015,0,7
1,"파리바게뜨 아리랑고개점","성북구","돈암동",2015,0,7
1,"홈플러스베이커리(주)보문점","성북구","보문동7가",2015,0,7
1,"안스베이커리","은평구","진관동",2016,0,6
1,"도레도레 롯데몰 은평점","은평구","진관동",2016,0,6
1,"카페 1981 은평지점","은평구","진관동",2016,0,6
1,"띠에르노 과자점","은평구","수색동",2016,0,6
1,"비나케이크","성북구","보문동1가",2013,0,9
1,"파리바게뜨","서대문구","냉천동",2010,0,12
1,"베이커리 카페 몽소","은평구","신사동",2016,0,6
1,"파리바게뜨 연세대학교점","서대문구","신촌동",2015,0,7
1,"포노포노","성북구","길음동",2014,0,8
1,"뚜레쥬르상월곡역","성북구","석관동",2014,0,8
1,"씨유 장위동방점","성북구","장위동",2009,0,13
1,"뚜레쥬르.시카고","서대문구","남가좌동",1999,0,23
1,"파리바게트(동소문한신점)","성북구","돈암동",2009,0,13
1,"꽈배기나라 2호점","은평구","응암동",2014,0,8
1,"파리바게뜨 독바위역점","은평구","불광동",2017,0,5
1,"프라빈커피&데일리브레드 독바위역점","은평구","불광동",2017,0,5
1,"브레드 제플린","은평구","진관동",2017,0,5
1,"쿠아레 비","은평구","역촌동",2016,0,6
1,"던킨도너츠 구파발역점","은평구","진관동",2016,0,6
1,"라본느타르트(맛있는파이)","서대문구","대신동",2007,0,15
1,"위싱 케이크","은평구","불광동",2013,0,9
1,"우리동네 식빵","서대문구","북가좌동",2017,0,5
1,"베즐리 미아점","성북구","길음동",2001,0,21
1,"파리바게뜨연희점","서대문구","연희동",2009,0,13
1,"빠네뜨리과자점","서대문구","북아현동",1999,0,23
1,"파리바게뜨","서대문구","홍제동",2000,0,22
1,"판테레체","성북구","동소문동7가",2017,0,5
1,"뚜레쥬르카페 안암역점","성북구","안암동5가",2001,0,21
1,"앤티앤스","서대문구","대현동",2015,0,7
1,"파파브레드","서대문구","북아현동",2000,0,22
1,"뚜레쥬르(종암점)","성북구","종암동",1981,0,41
1,"파리바게뜨후암신흥점","용산구","후암동",2011,0,11
1,"빠띠델리","용산구","한강로2가",2018,0,4
1,"비어드파파","용산구","동자동",2018,0,4
1,"코레일유통(주)앤티앤스프레즐서울역점","용산구","동자동",2018,0,4
1,"쁘앙집","용산구","서계동",2018,0,4
1,"(주)파리크라상 샌드위치 서울역점","용산구","동자동",2003,0,19
1,"(주)파리크라상 서울역점","용산구","동자동",2003,0,19
1,"파리바게뜨 원효로1가점","용산구","원효로1가",2004,0,18
1,"독일베이커리","성북구","길음동",1983,0,39
1,"패션5(Passion5)한남점","용산구","한남동",2007,0,15
1,"파리바게트 엘에스점","용산구","한강로2가",2009,0,13
1,"뚜레쥬르용산리첸시아점","용산구","원효로1가",2010,0,12
1,"파리바게뜨(월곡동아지점)","성북구","상월곡동",2002,0,20
1,"황준호베이커리","성북구","안암동5가",2002,0,20
1,"파리바게뜨(불광역점)","은평구","녹번동",2006,0,16
1,"청춘식빵","서대문구","영천동",2017,0,5
1,"파리바게뜨 아현점","서대문구","북아현동",1999,0,23
1,"밀크앤허니","성북구","하월곡동",2016,0,6
1,"지유가오카브레드","용산구","한강로3가",2017,0,5
1,"쌀람베이커리","용산구","한남동",2017,0,5
1,"굿베이커리","은평구","갈현동",2010,0,12
1,"바로굼빵터","은평구","불광동",2006,0,16
1,"코코호도 은평뉴타운점","은평구","진관동",2010,0,12
1,"델리명과","은평구","응암동",2010,0,12
1,"파리바게뜨은평뉴타운 5단지점","은평구","진관동",2010,0,12
1,"파리바게뜨 은평뉴타운2지구점","은평구","진관동",2010,0,12
1,"파리바게뜨은평신사점","은평구","신사동",1996,0,26
1,"또래명과","성북구","장위동",1980,0,42
1,"브래드05","용산구","이촌동",2015,0,7
1,"코레일유통(주)뚜레쥬르","용산구","한강로3가",2017,0,5
1,"그랜드머큐어 알라메종","용산구","한강로3가",2017,0,5
1,"파리바게뜨","용산구","한남동",2003,0,19
1,"크릉추어몽","용산구","한강로2가",2017,0,5
1,"파리바게뜨 구산연서점","은평구","구산동",2010,0,12
1,"파리바게뜨구산역점","은평구","대조동",1999,0,23
1,"파리바게뜨","은평구","신사동",2003,0,19
1,"외계인방앗간원효로","용산구","문배동",2015,0,7
1,"뚜레쥬르이태원점","용산구","이태원동",2017,0,5
1,"파리바게뜨 새절역점","은평구","신사동",2009,0,13
1,"라임과자점","은평구","불광동",2009,0,13
1,"코코호도(길음점)","성북구","길음동",2008,0,14
1,"파리바게트","은평구","진관동",2008,0,14
1,"파리바게트","용산구","보광동",2000,0,22
1,"코티지로프","용산구","도원동",2017,0,5
1,"파티시에고재석","용산구","원효로2가",2017,0,5
1,"언니의식빵가게용산점","용산구","원효로1가",2017,0,5
1,"삼송빵집용산아이파크몰점","용산구","한강로3가",2017,0,5
1,"롤링핀순천향서울병원점","용산구","한남동",2017,0,5
1,"고대빵","성북구","안암동5가",2016,0,6
1,"신라명과 길음뉴타운점","성북구","길음동",2016,0,6
1,"밀곳간","성북구","성북동",2016,0,6
1,"빵장수 단팥빵 성북구점","성북구","종암동",2016,0,6
1,"와플하우스","용산구","청파동2가",1991,0,31
1,"샹제르망","은평구","역촌동",2003,0,19
1,"뚜레쥬르월곡두산점","성북구","하월곡동",2003,0,19
1,"파리바게뜨 서부병원점","은평구","응암동",2002,0,20
1,"파리바게뜨 연신내","은평구","갈현동",2008,0,14
1,"파리바게트(불광로데오)","은평구","대조동",2008,0,14
1,"(주)신세계푸드 이베이커리 수색점","은평구","수색동",2009,0,13
1,"피자마루","용산구","효창동",2000,0,22
1,"파리바게뜨보문역점","성북구","보문동2가",1987,0,35
1,"파리바게트 성신여대점","성북구","동선동1가",1998,0,24
1,"빵이 가득한 집","용산구","후암동",2010,0,12
1,"서대문 엄마손 꽈배기","서대문구","홍제동",2017,0,5
1,"이지베이커리","성북구","정릉동",2011,0,11
1,"빵이 가득한 집","용산구","용문동",2010,0,12
1,"뚜레쥬르 은평뉴타운점","은평구","진관동",2008,0,14
1,"아리랑","용산구","동자동",2014,0,8
1,"던킨도너츠공항철도서울역사점","용산구","동자동",2015,0,7
1,"빈스앤베리즈 서울역1호점","용산구","동자동",2016,0,6
1,"빈스앤베리즈 서울역2호점","용산구","동자동",2016,0,6
1,"코코호도동부이촌점","용산구","이촌동",2007,0,15
1,"SPC 삼립 빚은 서울역점","용산구","동자동",2008,0,14
1,"베이커리오월의종","용산구","한남동",2008,0,14
1,"파리바게트연신내역점","은평구","불광동",2009,0,13
1,"빵쭈루","은평구","불광동",2009,0,13
1,"뚜레쥬르 갈현시장점","은평구","갈현동",2009,0,13
1,"비알코리아(주)던킨도너츠 한성대역사점","성북구","삼선동1가",2015,0,7
1,"모드에","성북구","동선동5가",2016,0,6
1,"본부쉬(bonne bouche)","성북구","삼선동1가",2018,0,4
1,"파리바게뜨 이태원경리단점","용산구","이태원동",2014,0,8
1,"파리바게뜨 디지털미디어시티역점","은평구","증산동",2008,0,14
1,"파리바게뜨 동부이촌점","용산구","이촌동",2009,0,13
1,"POULSBO(폴스보)","성북구","삼선동2가",2017,0,5
1,"빵사부 식빵공방 동덕여대점","성북구","하월곡동",2017,0,5
1,"파리바게뜨(만리점)","용산구","서계동",2006,0,16
1,"베이커리몽소","용산구","청파동2가",2014,0,8
1,"블랑제리","서대문구","홍은동",2005,0,17
1,"파리바게뜨 연대이화점","서대문구","대신동",2011,0,11
1,"파리바게뜨","양천구","목동",2009,0,13
1,"(주)신세계푸드베이커리목동점","양천구","목동",2009,0,13
1,"(주)신세계푸드이베이커리영등포점","영등포구","영등포동4가",2017,0,5
1,"식빵이야기신풍래미안점","영등포구","신길동",2017,0,5
1,"르뽀미에여의도KBS점","영등포구","여의도동",2017,0,5
1,"즐스프레즐","영등포구","여의도동",2017,0,5
1,"파이나무","영등포구","신길동",2017,0,5
1,"미뇽","양천구","목동",2018,0,4
1,"베즐리베이커리","양천구","목동",2018,0,4
1,"파리바게트 서대문행복점","서대문구","충정로2가",2010,0,12
1,"파리바게트","양천구","목동",2009,0,13
1,"외계인 방앗간 은평뉴타운점","은평구","진관동",2016,0,6
1,"나눌베이커리","은평구","응암동",2016,0,6
1,"파리바게뜨 카페이대역점","서대문구","대현동",2013,0,9
1,"낭만달(Nangmandal)","서대문구","홍은동",2018,0,4
1,"뚜레쥬르 응암오거리","은평구","응암동",2017,0,5
1,"파리바게뜨 가재울뉴타운점","서대문구","남가좌동",2009,0,13
1,"웬디 베이커리","은평구","진관동",2017,0,5
1,"baker kim's(베이커 킴스)","은평구","갈현동",2016,0,6
1,"파리바게뜨(은평구청점)","은평구","응암동",1992,0,30
1,"훼밀리","은평구","갈현동",1995,0,27
1,"PATICIEL(빠띠씨엘)","은평구","진관동",2012,0,10
1,"라향","송파구","오금동",2016,0,6
1,"던킨도너츠 위례아이파크점","송파구","장지동",2016,0,6
1,"뚜레쥬르","은평구","역촌동",1995,0,27
1,"케이아이파크 브레드스톡","은평구","갈현동",2012,0,10
1,"빵굽는아빠","서대문구","북가좌동",2012,0,10
1,"와플대학","양천구","신정동",2013,0,9
1,"파니피카","영등포구","양평동5가",2017,0,5
1,"뚜레쥬르","서대문구","홍제동",2009,0,13
1,"홈플러스몽블랑제영등포점","영등포구","문래동3가",2001,0,21
1,"파리바게뜨","영등포구","당산동3가",2002,0,20
1,"케익하우스잼르","영등포구","영등포동5가",2002,0,20
1,"뚜레쥬르목4동점","양천구","목동",2009,0,13
1,"티나의 식빵","은평구","갈현동",2014,0,8
1,"베떼엠","서대문구","창천동",2007,0,15
1,"시냇가에 심은 나무","서대문구","홍은동",2006,0,16
1,"뚜레쥬르 가재울점","서대문구","남가좌동",2018,0,4
1,"목동망개떡(오목교점)","양천구","목동",2016,0,6
1,"Bread Shop Amsterdam(브레드샵 암스테르담)","은평구","녹번동",2014,0,8
1,"파리바게뜨명지대점","서대문구","남가좌동",2008,0,14
1,"파리바게뜨 카페신촌점","서대문구","창천동",2006,0,16
1,"파리바게트","서대문구","창천동",2002,0,20
1,"파리바게뜨 가재울래미안점","서대문구","북가좌동",2012,0,10
1,"카페 1981 은평2지점","은평구","진관동",2016,0,6
1,"오브레드(O bread)","서대문구","북아현동",2017,0,5
1,"행운식품 롯데마트 은평점","은평구","진관동",2017,0,5
1,"바로굽는빵집","서대문구","영천동",2006,0,16
1,"뚜레쥬르 증산역점","서대문구","북가좌동",2007,0,15
1,"빚은연희점","서대문구","연희동",2011,0,11
1,"파리바게뜨 연희대우점","서대문구","연희동",2011,0,11
1,"스프링클베이글","양천구","목동",2018,0,4
1,"수라","양천구","신정동",2018,0,4
1,"또바기빵","양천구","목동",2018,0,4
1,"아모르버터","양천구","신정동",2017,0,5
1,"슈크레동목동","양천구","신정동",2017,0,5
1,"푸드엠파이어 업타운 베이커리","서대문구","신촌동",2013,0,9
1,"파리바게뜨충암점","서대문구","홍은동",2001,0,21
1,"브레댄코 새절역점","은평구","신사동",2016,0,6
1,"슈앤카롱","은평구","대조동",2017,0,5
1,"별셋공예","은평구","역촌동",2017,0,5
1,"아미드뺑","은평구","역촌동",2017,0,5
1,"파리바게뜨","양천구","신월동",1978,0,44
1,"빵이야기","은평구","대조동",2015,0,7
1,"랑스제과점","은평구","불광동",2015,0,7
1,"브리아몽 베이커리","은평구","신사동",1995,0,27
1,"아비앙또베이커리","은평구","불광동",1996,0,26
1,"GS25 역촌평화점","은평구","역촌동",2011,0,11
1,"베이커리 프랑세즈","은평구","역촌동",2011,0,11
1,"마실중(ing)","서대문구","홍은동",1981,0,41
1,"파리바게트 증산역점","은평구","증산동",2011,0,11
1,"파리바게트(녹번점)","은평구","녹번동",1968,0,54
1,"파리바게트 갈현로데오점","은평구","갈현동",2015,0,7
1,"독일빵집","서대문구","연희동",2012,0,10
1,"아띠베이커리","양천구","신정동",2000,0,22
1,"쿠키파티 델키스","송파구","잠실동",2016,0,6
1,"르봉 마리아쥬","송파구","신천동",2016,0,6
1,"바른빵집 롯데백화점 잠실 캐슬프라자점","송파구","신천동",2016,0,6
1,"파리바게트","서대문구","합동",2010,0,12
1,"케익나라오즈","은평구","역촌동",1979,0,43
1,"파리바게뜨","은평구","신사동",1980,0,42
1,"뚜레쥬르 (은평구청점)","은평구","녹번동",1981,0,41
1,"파리바게트역촌2호점","은평구","역촌동",1981,0,41
1,"알프스과자점","은평구","진관동",1981,0,41
1,"크라운제과","은평구","신사동",1982,0,40
1,"엘모리아케이크","송파구","문정동",2016,0,6
1,"늘솜베이커리","송파구","장지동",2016,0,6
1,"파리바게뜨당산행복점","영등포구","당산동4가",2002,0,20
1,"파리바게뜨","양천구","신정동",2003,0,19
1,"도로시과자점","양천구","신월동",2013,0,9
1,"파리바게뜨정릉풍림점","성북구","정릉동",2007,0,15
1,"파리바게뜨(정릉대림점)","성북구","정릉동",2009,0,13
1,"(주)현대그린푸드베즐리 신촌점","서대문구","창천동",2004,0,18
1,"빵이야기(bread story)","서대문구","홍제동",2011,0,11
1,"코코호도목동점","양천구","신정동",2004,0,18
1,"빵이가득한집","양천구","목동",2010,0,12
1,"크리스피 파이 목동점","양천구","신정동",2008,0,14
1,"업타운 카페","서대문구","신촌동",2013,0,9
1,"파리바게뜨 동소문점","성북구","동소문동6가",2009,0,13
1,"알레스구떼","서대문구","연희동",2012,0,10
1,"늘프랑과자점","양천구","신월동",1992,0,30
1,"블루밀","양천구","목동",2016,0,6
1,"산토리니의아침목동점","양천구","목동",2016,0,6
1,"오!해피데이","양천구","신월동",2016,0,6
